,Comment,Sentiment
2911,Plot twist: Kate accidentally eats the one she put a bunch of hot sauce in.,Negative
2912,500k pff try 3million... it hurt.,Negative
2913,I can't stop laughing 10:23 😂😂slaiman,Negative
2914,Why would you drink water??? It only makes things hotter!!!,Neutral
2915,Thats not even funny what she did,Negative
2916,I mean after 1 big ass bite she could've said stop,Negative
2917,Not funny. Actually dangerous. And to turn off the water? That’s plain stupid,Negative
2918,Would've been hilarious if you forgot which bowl was which lol,Positive
2919,Poor baby.  That was really cruel...and funny.,Neutral
2920,well Dont do that ever again. Most funny and best video of your,Positive
2921,I think his gay lol,Positive
2922,Omg give him some water,Neutral
2923,Omg I felt so bad for him,Negative
2924,he is outing so much ice in his mouth😂😂😂,Neutral
2925,OMG OMG OMG😱😱😱,Neutral
2926,OMG OMG OMG😱😱😱,Neutral
2927,"Just a random fact, Colgate means go hang yourself in Spanish",Neutral
2928,Love this prank 😂😂😂,Positive
2929,Team Katie 😂,Neutral
2930,10:49 OMG lol,Positive
2931,Poor him...,Negative
2932,Oh poor guy,Negative
2933,Your’e crazy,Negative
2934,Please don't end up like Prank vs Prank :(,Negative
2935,You two are so hungry for views this shit is so old,Negative
2936,That Scream Made me crying! But I also felt bad when I also experience that.,Negative
2937,"Well good job lady, you didn't manage to kill your boyfriend.

https://www.google.com/amp/s/www.menshealth.com/health/amp19528820/worst-spicy-food-injuries-pain/

If he could have end up having a heart attack or seizure.",Positive
2938,Hilarious😂😂😂,Neutral
2939,I felt so bad for him one time my sister ate a lot of spicy food then she had to go to the hospital cause it was that spicy that’s why I’m not aloud to eat a lot of spicy food cause I love spicy food so he could’ve gone t the hospital and something could have happened to him,Positive
2940,I felt so bad for him one time my sister ate a lot of spicy food then she had to go to the hospital cause it was that spicy that’s why I’m not aloud to eat a lot of spicy food cause I love spicy food so he could’ve gone t the hospital and something could have happened to him,Positive
2941,I feel so sorry for him his face was so unbearable,Negative
2942,"The acting in this is so bad, especially on the guy's part. Jeez.",Negative
2943,Omg she's so white like snow !,Positive
2944,Its like..aaahhhhh....aaahhhhhh...aaaahhhh...aaaaaaaaaaaaaahhhhhhh,Neutral
2945,"HAHAHAHHAHAAHHAHAAAA
OMGGG",Neutral
2946,Poor guy,Negative
2947,"They keep pranking each other , how don't they discover that this could be a prank as well..?
Either they both r brainless or there viewers are...!",Neutral
2948,His photo frames are very well positioned within his apartment,Positive
2949,Please post fast I am new subcriber,Positive
2950,"I would never do this to anybody, it can be life threatening. It‘s just not funny.",Negative
2951,This girl is a fame whore! Ugly super,Negative
2952,No water!!!,Negative
2953,😂😂This was so funny,Positive
2954,Not cool kate,Negative
2955,for some reason I watch this vlog 10 times already..hahaha,Neutral
2956,KATE THIS IS REALLY *HAWW* *HAWW*,Neutral
2957,Is it weird I don’t really taste the hot in a lot of snacks and foods like hot Cheetos ? I have to eat xxhot Cheetos just to get the taste,Positive
2958,"If I was him I would divorce her, she is so stupid. Did not like the video. Stop giving people wrong ideas, you can end up hurting someone by putting wrong ideas in their minds. She had no emotions toward him when he said he could not breath yet she was being stupid asking him if he could take a sht! YouTube is becoming full of these kinda stupid people. It's so stressful to watch these. Stop making these stupid videos. Get a life.",Negative
2959,Wait wtf they broke up??????,Negative
2960,"So you're going to risk him to almost die because you wanted to pull a prank and you were just going to let him keep eating too 
My name Tiffany btw",Negative
2961,Lmao 😂 his face got me so deadddd,Positive
2962,Hey everybody if you enjoy fashionable clothes you should go check out https://cheyenneoutfitters.space!! Really nice clothing to make you look as good as you feel!,Positive
2963,"Dude, I think you need to go on a break...or a breakup lol",Positive
2964,Blessed be no Pepsi Max,Positive
2965,We both going to prank him back,Neutral
2966,The pranks about me I think we’ll give it a try,Neutral
2967,"Good mornin y'all, neva trust  a bitch😂",Positive
2968,He need some milkkkkkkkkkkk,Neutral
2969,All these angry people about it being mean...must be forgetting he did his own extreme hot sauce prank on her awhile back.,Negative
2970,"Good revenge video. Y’all always coming out with some entertaining content. 

I will be trying this on my husband 😝",Positive
2971,You should stop doing these stupid pranks,Negative
2972,Look here folks.  It's your typical human entertainment of watching another human being suffer. He didnt die though so.. try harder next time k.,Positive
2973,Hick up right away.,Neutral
2974,Wonderful editing lol,Positive
2975,I think those noodles are delicious.,Positive
2976,SAVAGE MODE LVL INFINITY KATE!!!!!!!,Negative
2977,"I really love prank videos, like find them so entertaining but these hot sauce ones are just irresponsible. You need to be a little more careful and look into side effects of these types of pranks. Unfortunately, individuals in these situations have ended up in hospitals after ingesting hot sauces not meant for consumption. They are meant to be an ingredient because they are so spicy that alone they can burn the lining of your esophagus. 

I love a good prank, and it’s all fun and games until someone gets seriously hurt.",Positive
2978,Too much profanity,Neutral
2979,This is awful oh gosh lmao,Positive
2980,Yes he deserves that,Positive
2981,That's so rude thats mean,Negative
2982,"This is way too far,She could’ve at least left him milk or water to drink omg",Neutral
2983,u stupid bitch anything can claim to be the hottest sauce in the world,Negative
2984,She should have kept drinks,Neutral
2985,His face 😂😂😂😵😭,Neutral
2986,Kate your brilliant,Positive
2987,Shreak like a Beach,Positive
2988,She cruel yf,Negative
2989,I'm very disappointed in her. She went to far.,Negative
2990,Can’t believe she stopped filming. Smdh,Negative
2991,Fuck yeah !!!,Negative
2992,Who else got confused about the title?,Negative
2993,Honestly just watching people eat super hot stuff makes my face sweat :O,Positive
2994,12:16 he made it worse by drinking water hahaha lmao 😂😂😂,Positive
2995,you better be careful he doesnt get revenge on you because you will suffer more.,Positive
2996,"I think those noodles are good , I ear them practically all the time",Positive
2997,"While she was pouring the sauces in i'm sittin here like ""YOU'RE GONA KILL THAT MAN!""",Negative
2998,"That was really mean and I feel bad for him, but I loved it😂",Positive
2999,Well he’s dying today,Positive
3000,"Hi there,,, love you both always looking for the next update... Thanks for making me laugh 💗💞💟",Positive
3001,I’m laughing so hard and feeling sorry for him in the same time 😆😆😆,Positive
3002,8:45 hmm I can't think what is the spicy noodle challenge?,Positive
3003,"I'm all for practical jokes, but that's seriously not funny.  That has the potential to be an ER visit.  Just saying, not a smart joke.",Negative
3004,their relationship is a prank,Neutral
3005,Those guys think we are that naive to believe this is real HAHAHA,Positive
3006,"Thing about these pranks, these extracts must be chewed properly before ingestion, this guy just inhaled he damn thing .. I bet he had a very painful morning the next day",Negative
3007,I need that chilli paste😋,Neutral
3008,"I went through so many moods, from okay thats fucked, to OH GOD IS HE OKAY, to scared, to angry and upset, to oh okay hes fine",Negative
3009,"Omg, I would die if I got that much hot sauceeeee 😂😂😂",Negative
3010,If I was the guy I would of left your ass,Negative
3011,"Why didn't you give him so some fucking water, do you not care if you can't breathe or if he dies your so fucking stupid",Negative
3012,You can tell it spicy just from the smell you people are fucken morons,Negative
3013,Can a couple really prank each other this much! How do they not know everytime they prank eachother..they are probably a couple of actors together to make a channel.,Neutral
3014,"For a guy who does pranks, can't really take pranks himself, if he can't take in, he shouldn't give it out and also ""stopping filming"" does he do that when ppl ask him to stop filming? lol",Neutral
3015,That's attempted murder 💀,Negative
3016,10:49 when he texts you first. 🙌,Neutral
3017,damn this is a dysfunctional couple,Negative
3018,"How to gve a huge thumb up???
,                 ""A HUGE ONE""",Positive
3019,You guys get an A in acting,Neutral
3020,Hahaha hahahahah hahahahah,Positive
3021,There is no way these guys aren’t acting at this point. How can you fall for the same “prank” so many times??,Negative
3022,Omg I was actually laughing out loud!!!!,Positive
3023,Hahaha! Great video!,Positive
3024,You are sick!,Negative
3025,That bitch is out of her mind😑,Negative
3026,U are such a bitch🤔,Neutral
3027,I’m hungry now...,Neutral
3028,What is wrong with tap water? Here in Sweden it’s standard to use tap water when thirsty 😂,Negative
3029,Who in the fuckin world still believes in your pranks?,Neutral
3030,awesome,Positive
3031,Is not good to do that...that's is dangerous too much spicy...,Negative
3032,I never laugh so hard😅😅😅😅😅his face is like a cartoon sorry but I’m dying 😂😂😂😂😂,Negative
3033,That hot sauce could kill you for REAL !!!!!!! 😒😒😒 Btw guys I would really appreciate if anyone can subscribe to our channel and show us some support please !!!! 😍😍😍,Positive
3034,"LOL! Hhhaaaaaa, hhhhaaaaa!",Positive
3035,THATS NOT COOL .IT COULD KILL A PERSON . THE WORST PRAMK IN ALONG TIME,Negative
3036,What's with that scream 😑,Negative
3037,Anybody doing this to their partner should be dumped.,Negative
3038,Hise,Neutral
3039,Make a prank on your girlfriend... the prank : you forgot her name plsss,Neutral
3040,He’s such a bitch lmao. FX people on the hot ones gotta eat hot wings that have over one mil Scoville units. And they don’t act like this..,Positive
3041,10:49 when school starts back.....,Neutral
3042,I had stitches watching his reaction.But again it was overboard. I wonder how he managed to remain calm.,Positive
3043,That dangerous put 3 different hot sauces noodles,Negative
3044,Im very hungy now😂and when he said give me a kiss i thought he said i need to piss😂,Positive
3045,"if you drink water after eating something spicy it will be spicier, you have to drink milk or eat bread😅🙈",Neutral
3046,"i really hope that kate moves in with slaiman. they’re so freakin‘ cute togheter.
ok, i think some of the pranks going to far, but it’s funny😂🙈",Positive
3047,#Checkmate,Neutral
3048,tbh he did deserve it but come on that stuff i really hot it can cause health problems this is kinda cruel,Negative
3049,This was so entertaining to watch for some reason sorry slaiman. 😂,Positive
3050,"Omg, When Slaiman said ""I can't breathe"" I couldn't breathe either. Dying of laughter. Greatest and most savage prank everrr.",Positive
3051,soo rats,Neutral
3052,this was awesome he deserved it.hes done it to kate heaps of times but she handled it better than him,Positive
3053,"It reminds me of spicy Prank on Kate that slaiman did last time. Kate got you slaiman. Lmao 😆😆 at 10:24 😂😂
Revenge is sweet 😂😂",Positive
3054,His scream tho ”haaaaaaa”,Negative
3055,Rotfl great revenge,Positive
3056,I wish I could eat something like that,Positive
3057,"This is the worst ""prank"" ever.... he can get severely sick and she's over here laughing while he's screaming in pain. That's not a prank, I really hope that guy is okay.",Negative
3058,after what he did to her McDonald's Burger he so deserved this,Neutral
3059,hmm sound yummy😋😋😋,Neutral
3060,"Bro, she’s eating like two noodles😂😂it’s pissing me off",Negative
3061,This wasn’t funny..,Neutral
3062,I dunno why there is water in my mouth seeing there noddles...They seems horribly delicious...,Negative
3063,😂,Neutral
3064,Bruh he got the hiccups 😂😂😂,Neutral
3065,Haha that was awesome.,Positive
3066,I want some noodles now! Lol,Positive
3067,You need to do the Viagra prank,Neutral
3068,"I'm moving to Australia to work for the Sydney zoo. I would love to meet you guys, if that's ok. im going to be working at the zoo and be a pilot for just like taking people to cross country. I'd love to take you guys for a free ride. I love your videos. and love you guys. keep it up, hope to see. u soon.🛩",Positive
3069,Why you do dis?,Neutral
3070,Be cautious kate. Saliman may prank you hard next time,Negative
3071,Slaiman vs katie. Make a vote who is famous. My vote is for katie,Neutral
3072,Your gonna kill him,Negative
3073,She’s a fucking bitch,Negative
3074,"I don't care how much I love anyone, if they do this to me they are as good as dead.",Neutral
3075,God he deserves this he's such a dick. I hope he's different off camera to you.,Positive
3076,"Tried it once, i fucking died",Negative
3077,Sodium level 100%,Neutral
3078,No matter how bad his prank was to you... him saying he can’t breathe. I would’ve broke up with you because you did that and laughed. A prank shouldn’t cause harm. I felt his I can’t breathe.... and I’ve been there and had to lay on the floor to catch my breath. This is a sad prank.,Negative
3079,So mean.,Neutral
3080,"lol, this dude is such a baby hahahahahaha",Positive
3081,I feel bad for him 😂,Negative
3082,"She went the extra mile, turning water off to watch him suffer even more. Nice one.",Negative
3083,She still lost she only eat like 10 noodles what a wimp.,Negative
3084,Damn that was evil,Negative
3085,Kate is a bitch that could have killed him and she was just laughing,Negative
3086,"I died a little. Citrus will take away the burn better, dude!",Negative
3087,"You should have ate tomato flavored noodles or something, so you would feel nothing and Slaiman will fell all the pain XD Also tell him to take it light on the harsh pranks",Negative
3088,People go to he hospital WITHOUT the hot sauces thank god he didn't die. He even said he could barely breath,Positive
3089,Craving spicy foods now,Neutral
3090,Looks like you got lipstick on lmfao 🤣🤣 you got his ass good 😎,Positive
3091,This has got to be one OF THE BEST PRANKS KATE HAS DONE,Positive
3092,Gold,Neutral
3093,"Wow, that's so messed up",Positive
3094,THERE IS THE ROBINET WTF,Negative
3095,I remembered slaiman pranked you with hot sauce mixed in your pineapple juice and burger if I can still remember clearly hahahaha,Positive
3096,Kate is a savage...,Neutral
3097,Eat out Kate for the next video,Neutral
3098,Not gonna lie.. I was low key worried for his health 😳 People actually get nosebleeds and even go to the hospital for these challenges without the additional hot sauces added.,Negative
3099,Too funny,Positive
3100,The funniest part is at 10:21 😂😂😂😂😂,Positive
3101,He deserve this,Neutral
3102,Too far 😶😣 dislike,Negative
3103,Just seems like really bad acting to me!,Negative
3104,This was so funny because the first ever video I watched of your channel was when slaiman pranked kate with spicy noodles. And ever since I watched all of them! Keep it up 💕,Positive
3105,Damn aussies and their sexy accents ;),Positive
3106,Nice one kate. But watch out for slaiman he's coming with a payback.,Positive
3107,This wasn't even funny tbh,Negative
3108,Them pair are pathetic I don't know how they get votes? Stay together as neither of you are right!!,Negative
3109,I am in love with 불닭볶음면~,Positive
3110,hahaha 🤣 can’t help buy to laugh 😂.omg did he really deserve it?,Positive
3111,"The screaming!!!! 😁🍲😅🥗
Over board. Not good.",Negative
3112,I think Slaiman still ate more tho,Neutral
3113,Ok it was funny at first but then it just got cruel and too far,Negative
3114,Kate is stupid AF,Negative
3115,Hi,Neutral
3116,Whatever kind of evil lies within the heat of that sauce. I can see it possessing him through his facial expressions.,Negative
3117,Quit being a bitch Craig lol,Negative
3118,I'm gonna beat you.🤓💀🔫💩,Neutral
3119,I ate the hot wings from the lube. I was fine totally. My lips painlessly swelled up and were peeling like a snake several times for a month.,Positive
3120,Australian chicks are the hottest ever.,Neutral
3121,Golden..... but I could never to this too my hubby!! Or should I? Lol Shhhhhhhh 😬😬😵😵🤣🤣,Positive
3122,On the phone it sounded like he thinks you love him lol jk,Positive
3123,Oh my gosh. Have you not seen the challenges of hot stuff before? That was way too much sauce. I'm sure he's dead. Lol,Negative
3124,Can we have the aftermath videos? Those are my fave,Positive
3125,U sound kinda gaywhen screaming,Negative
3126,🤣😭🤣😭,Neutral
3127,Lol do you tap out? this girl is evil hahahaha,Negative
3128,easy money this channel lol..,Positive
3129,Those hot noodles are not 8000 shu atleast 300-400k,Neutral
3130,Slaiman's so sweet ❤️,Positive
3131,Cant wait for the revenge for this,Negative
3132,Still doing pranks after a lil these years wtf lol,Negative
3133,"you guys should know that water makes the spice worse, drink milk or have dairy products e.g. chocolate",Negative
3134,"“ HE WAS WAY TOO HARSH & OVERBOARD” dumps in 500,000 scobel unit hot sauce 😂",Negative
3135,All these people saying that she took it too far when he's done two of these pranks on her: one in a very similar way to how she did in this vid and one where he uses an entire bottle of hot sauce.,Neutral
3136,YOUR SUCH A JERK I UNSUBSCRIBED,Negative
3137,Rip toilet bowl,Neutral
3138,"Kate should've let Slaiman drink some water before eating the noodles. Reason being, it would make the spiciness even more spicy. Spicy foods are water based, which means that water doesn't dim the spiciness like water puts out a fire. In order to do that, you should drink milk or eat dairy foods.",Neutral
3139,If he died I wonder if she would be charged?? This is going way to far and not funny..but cruel,Negative
3140,HAHA WHAT HE DESERVED,Positive
3141,How to kill your boy friend ...,Negative
3142,"That was so wrong but still so hilarious. Nice one Kate! Revenge is sweet, or in this case, spicy AF! Hahaha",Positive
3143,I like how Kate is always ready for slaimen to suffer and when slaimen tries to make her suffer he’s like I already feel bad,Negative
3144,"Do not read this unless your name is Slaiman!!! Prank her! But not make her upset... Make her so happy, that she cries (you can add something to this idea if you want). I really want to see what happenes if you make her day the best day ever!",Positive
3145,"Man I'm ready to pay to see Slaiman crying again. He was legit crying from the heat. Good job Kate and as for Slaiman, u earned it yourself buddy.",Negative
3146,"He reaction is legendary, the best i have seen, couldn't stop laughing. Started from 10:20",Positive
3147,2mil subscriers soon😀,Neutral
3148,THIS WAS SO FUNNY 😂😂👌🏼,Positive
3149,Drink milk or creme not water  it just make it worst,Negative
3150,PLEASE HELP??!!! Where can I buy these noodles!??????,Positive
3151,Love it when you prank Slaiman all day. Lmao.,Positive
3152,Love it,Positive
3153,"I'm sorry but if this was the other way round it would be a completely different story. She's saying how she ""didn't know it was going to be that bad"" but she saw the scoville units at the start and said how bad it was going to be. How stupid can some people get. All these pranks get taken too far, when are people gonna know to stop? When will they realise it's too far? When the other person is begging for it to be stopped or when someone could potentially be hospitalised.",Negative
3154,They're gonna break up sooner or later. I can feel it,Neutral
3155,10:49 WOW AHAHAHHAA,Positive
3156,1 M gratz,Positive
3157,Yeweeeeeeeey i love tou guys i'm so glad that you're back 😍😍,Positive
3158,Your gonna feel it on the other end also oh man,Neutral
3159,12:06 bad boys 2 remake. Vargus&rease,Negative
3160,That's not even funny. How can you do that to your love ones. Like seriously how can you see him like that.,Positive
3161,And I couldn't even eat the fucking normal one,Neutral
3162,You guys are literally goals... <3,Positive
3163,"You have cute & beautiful face
also your eyes so beautiful 😍",Positive
3164,Feget! Pussy! Geeey!,Neutral
3165,Is it just me or her putting the noodles in the bowl we’re really satisfying,Positive
3166,By the way water makes it worse. Se milk it’s so much better.,Neutral
3167,Kate got revenge for all the pranks he pulled and made her cry good on you Kate 😂😂😂😂😂😂,Negative
3168,Slaiman..😢,Neutral
3169,Hhhhaaaaaaaaaaaaa haaaaaaaaaa Kate lmfao 🤣🤣🤣,Positive
3170,He looks like a baby,Positive
3171,11:12,Neutral
3172,Thats nor funny what did the seller told you its very hot and it can be deadly sometimes my grandfather died because of spicyness your so stupid oh sorry thought,Negative
3173,I almost pissed myself 😂😂,Negative
3174,this is literally the funniest video ever. i love y’all.,Positive
3175,That ice was like a jump scare,Negative
3176,*Slaiman turned into a female in a matter of noodles*,Neutral
3177,Slaiman on drugs,Neutral
3178,Is it just me or does her fucking voice sound like nails down a chalk board???,Positive
3179,I'd slap her,Positive
3180,13:45 there there....,Neutral
3181,You guys are so funny!!! 😆 watching from Singapore 🇸🇬,Positive
3182,Imagine she put the whole damn bottle 😂,Negative
3183,I love how she explains the hot sauces !,Positive
3184,Y didn’t u just get him some water u cruel woman,Negative
3185,Come on it's not that spicy!!!,Neutral
3186,Gay,Neutral
3187,Is she nuts? She thinks that's funny? He could have died. Please educate before pulling these pranks,Negative
3188,10:21 almost sounds like those German pigs from shrek..😂😂,Positive
3189,🤣🤣🤣🤣🤣 Why does he look so hilarious in this episode lmao,Positive
3190,Lucky you didnt put him in urgent care for too hot food to eat,Positive
3191,Zi love u ty,Positive
3192,Vi love,Positive
3193,"yea, just stare at his noodles like you didnt do anything. you are dumb",Negative
3194,Looks like he's wearing lipstick LMFAO he's like haaaa haaaaa haaaaa and she don't cut the water tap,Positive
3195,I guess she's trying to kill him 😂😂😂,Negative
3196,You could.Of hurt him you no that,Negative
3197,Why does it seem like there faking😂,Positive
3198,For those of y'all who are hating need to chill because he's done worse or just as close of pranks to her 😂 so really no need to get mad,Negative
3199,His moan lmao,Positive
3200,The lady is freaking mean!!! I really hope you get your karma becausw of this. This is not a freaking good prank,Negative
3201,Water no good eating hot stuff like that need like milk,Positive
3202,"I do pranks on my bf... But not like this... This is too much. I would feel super bad!!! I just pranked my bf yesterday and will be posting
 it on my channel lol. But it's not torchering him like she is ha",Positive
3203,Ok tbh..its dangerous..dont do this,Positive
3204,He is Crying. 😂😂😂😂.,Negative
3205,I think this Pranks should be called 1000 way to Die or kill your. Boy Friend.,Negative
3206,Lol . I believe that should have Slaiman first sign from smell and  the second sign that slaiman should i notice when kate quickly tell him to eat. The last sign should be when Kate said she will be fine.,Positive
3207,Slaimoan,Neutral
3208,"his lips though, looks like the joker from batman!! hahahahahahahahaha",Positive
3209,Water will make it worse,Negative
3210,OMG.. funny!!!!!!,Neutral
3211,trying to kill my boyfriend prank lol😂💀,Negative
3212,Omg 😂😂😂😂 laughing so hard and feeling so bad for him. Mean Kate🤣,Negative
3213,Do she really eat noodles like that 🤨🤨😏,Positive
3214,🤣🤣🤣😂😊😊😊😊🤣🤣🤣🤣,Neutral
3215,My mom heard the scream of slaiman and thought I was watching porn.,Negative
3216,"Just felt you could’ve spared us a long talk, specially at the beginning. 
Thanks for making me hungry tho 😋",Positive
3217,nice revenge.. Kate..,Positive
3218,Thumbs down. Silly idea. It could have killed him.,Negative
3219,I wanna fuk her so bad all australian girls are snacks even the milfs,Negative
3220,Where did the milk come from?,Neutral
3221,Is anybody else mad that he didn’t say “I love you too” after she said she loves him?,Positive
3222,Put some of that hot sauce in her knickers.,Neutral
3223,I bet Steve could eat those noodles,Neutral
3224,Hahaha,Positive
3225,I love this video so funny❤❤❤❤❤❤❤❤,Positive
3226,So fucking happy I have these at home,Positive
3227,"He is a bad sport, after all of the pranks he played on Kate.",Negative
3228,Also a tip for everyone who wants to do this challenge. Don't drink any liquid or use sing bread to dry up the spice on your tongue. The best way to get rid of the spice in your body is actually using cooking oil the vegetable kind one. But don't drink it though use it like how you use a mouth wash just move it around your mouth and gargle it from your throat and spit it out it actually works faster.,Positive
3229,so sweet prank,Positive
3230,hahahah lol,Positive
3231,"YO SUP ooooh nice video aug 19,2018",Positive
3232,This made my heart so happy HAAAAA!!!!! So deserved this,Positive
3233,Am I the only person to give Kate a thumbs up before watching this video?,Neutral
3234,Bc ..gareeb   Slaiman ko Khoon wali tatti ayi hogi ise Kha ke..,Neutral
3235,"She doesn't realize how seriously dangerous this is, so stupid!!",Negative
3236,Where do u get those,Neutral
3237,This brings back Jesse and Jeanie memories.,Neutral
3238,I love when he screams “Hot” like a girl 😂😂,Positive
3239,No What she should of done got milk but instead of normal milk add the hot sauce in the milk  but keep the water off,Negative
3240,This is so evil!!! Lmao... anybody who has had a drop of some extreme hotsauce knows that is hell!,Negative
3241,"kate lost the challenge tho,haha",Negative
3242,OMG - This was absolutely SAVAGE!  Remind me to stay on Kate's good side if we should ever meet.,Negative
3243,i laughed so hard i cried😂,Positive
3244,Water makes it worse....,Neutral
3245,Kate should make her own channel! Like if you agree!!,Positive
3246,"I cried, this is hilarious!!",Positive
3247,What a puss,Neutral
3248,This had me cracking up 😂😂,Neutral
3249,HAHAHAHAHAHAHA,Neutral
3250,😂😂😂,Neutral
3251,"Och my god, Slaiman is so cuuuteee 😢",Positive
3252,500k is nothing,Neutral
3253,Lol. I remember when he did this to you. Revenge is sweet!,Positive
3254,You should’ve left water in the apartment tho that’s just really mean and so dangerous like he couldn’t breathe,Negative
3255,Hawwwww,Neutral
3256,pornhub has better acting,Positive
3257,You need merchandise that says “ok Kate”,Neutral
3258,This prank was waaayyy to much I’m not happy,Negative
3259,Kate dumb asf he couldve died,Negative
3260,I want noodles now,Positive
3261,She would have just let him die. She had no remorse to him saying that he couldn’t breathe,Negative
3262,"I can't stop laughing, LMFAO",Negative
3263,How he screams😂😂,Neutral
3264,"He is crying like a
Baby😂😂😂😂😅",Negative
3265,He’s a pussy😂,Neutral
3266,Simon is the biggest baby I’ve ever seen,Neutral
3267,Worst prank ever. He was choking. :/,Negative
3268,kate is stupid,Negative
3269,Would love to jizz on her face 👊🏽👊🏽💥💥💦💦,Positive
3270,NICE PRANK KEEP UP THE VIDS U GREAT😀 I LOVE UR CHANNEL DO A PRANK WHERE U TELL SIMION THAT UR GOING BALLED AND WHERE A BALLED CAP.,Positive
3271,Hey Kate are you trying to kill him?! That wasn't funny !!,Negative
3272,i like their page but seriously kates ideas are good but she always take it a bit to far and thats just sad!!,Negative
3273,Slaiman your face is literally a meme 😂,Neutral
3274,"So funny, 🤣🤣🤣. The guy seem very confident at first but the girl has already made the arrangements. 🤣🤣🤣🤣",Positive
3275,So funny,Positive
3276,"this video make me hungry, I not lie.",Neutral
3277,I was laughing at his screams but then I felt so bad... Hope he's ok,Positive
3278,#teamkate,Neutral
3279,He sounds like someone out of Disney,Positive
3280,"I don't think this is right, this is inhumane. He should dump her, she is so dumb. She risked his life, u don't do that to your loved ones",Negative
3281,WTF they are together wtf,Negative
3282,10:50 LOL he looks like clown best prank ever!!!,Positive
3283,I’m unsubscribed,Neutral
3284,Poor Simon,Negative
3285,No shits given,Negative
3286,That’s rude that’s not funny to me at least leave one bottle of water,Negative
3287,Slaiman is such a fuss pot and he absolutely deserves this for that idiotic prank that he pulled on kate,Negative
3288,10:20 HAHAAHAAHAHAHAHAHA,Neutral
3289,You kinda mean,Neutral
3290,His screaming is sooooo funnyyyy,Negative
3291,hahahahahahah omg am dying,Neutral
3292,Funniest shit I've seen 😂😂 legit still wheezing,Neutral
3293,Now turning off the water is just straight up savage,Negative
3294,its so hot xD,Positive
3295,"i vote for a ""pregnancy prank on girlfriend"" where you ""find"" a positive pregnancy test in Kate's bathroom :P",Positive
3296,I'm loving this intro music,Positive
3297,"It's not funny, imagine if someone really gets sick and asking for help, they won't even help because of these stupid pranks. They won't even believe on each other.",Negative
3298,"That’s so funny, it’s the fact that he keeps eating after he says how hot they are 😂😂",Positive
3299,How can she stil think its funny when hes clearly upset and its HURTINGG?,Positive
3300,She was an asshole for doing that she should eat all of the hot noodles,Neutral
3301,You could've killed him...you idiot. Could've choked,Negative
3302,this was too funny 😂😂😂❤,Positive
3303,Sorry meim .This may be some private for u both but I am requesting as a little friend of u can we see a long kissing scene between you and sclhatain,Positive
3304,His face hahahahahahahaha,Neutral
3305,I laughed so hard 😂😂😂,Positive
3306,He is actually crying 😢,Negative
3307,His moaning facee omgggg😝😝👌💯,Negative
3308,He be like haaaa😂🤦🏻‍♀️💯,Positive
3309,😂😂😂 his face,Neutral
3310,Hahahahahaha!!!,Neutral
3311,Just drink milk to fight the spicyness,Negative
3312,Lmao im korean and its great to see you guys eating this😂😂,Positive
3313,MY ACTING DETECTOR IS BEEPING HERE 😂🤷🏻‍♂️,Neutral
3314,11:13 nothing in their fridge 😂,Neutral
3315,Oooofff. The acting,Neutral
3316,Tbh she could of killed him,Negative
3317,Slaiman looked gay Lmao,Positive
3318,smh he should've broken up with you after the breakup prank,Negative
3319,It’s so clear that they’re laying 👎,Positive
3320,Is it bad that I laughed,Negative
3321,I am so happy Kate got revenge,Positive
3322,*Kate eats one noodle* “I’m gonna beat you😋” 😂😂😂😂😂,Neutral
3323,i think it’s too much..,Neutral
3324,Kate do Viagra prank on slaiman ..(hit like if u agree),Positive
3325,what a pussy,Neutral
3326,_yasss girl xd_,Neutral
3327,"Thats cruel, he would be dead",Negative
3328,this prank was so extreme,Neutral
3329,"""Give me a piss!!"" LOL",Positive
3330,"That was the best ever! Great Job, Kate!!",Positive
3331,He went disney princess,Neutral
3332,Hes gonna kiw yew! Lolol😂,Neutral
3333,How do people eat that junk 😂,Neutral
3334,Oh god that stuff is like the fires of hell 😂😂😂😂😂😂😂,Negative
3335,🤣🤣🤣🤣🤣,Neutral
3336,She's annoying,Negative
3337,plot twist: She ate Slaiman's bowl and slaiman has weak tastebuds.,Negative
3338,I just want you to know that the next prank your husband do to you you deserve it 😂😂😂😂 you going to kill him,Negative
3339,This is hilarious 😂😂,Positive
3340,Kate do you that is so mean,Neutral
3341,Bro this is pure evil,Negative
3342,"""HAAAAAAAAAAAHH! HAAAAAAAHHH KATE HAAAAAAHHH!""",Neutral
3343,Stupid,Negative
3344,I feel so bad but Kate had to prank him back but hope he’s better,Positive
3345,His pop is gonna burn like hell 😂,Negative
3346,She is stupid,Negative
3347,He said he couldn’t breath,Neutral
3348,I hate this,Negative
3349,I wanna see Slaiman without his shirt,Neutral
3350,LMAO!!!  I LOVE YOUR ENTHUSIASM!!!! He totally deserves this!!! You're so cute! 👍😭👨‍🍳☠️🥘 Muahahaha!!!! Turned off the water too?!?!? OMG.... You are awesome 👏,Positive
3351,I ate the devils toe which is 8million skullville units and i ate the carolina reaper i ate a lot of things that were over a million skullvile units,Negative
3352,Little did he know.,Neutral
3353,This was funny but it was way to far. He could have been seriously hurt. Next time maybe just add one hot sauce,Negative
3354,That’s attempted murder 🤓,Negative
3355,He yells like a girl 😂,Positive
